DateOfValuation	Size SqM	SqFt	PropertyType	NoOfFloors	ADDRESS	SCHEME	PRICE	YEAR	pricePerSqft
17/09/2020	93	1001	Town Houses	3	29, BLOK F,JLN 1/105B	TMN MIDAH TOWNHOUSE	380000	2020	379.6041867
2/9/2021	93	1001	Town Houses	3	23,JLN 6/105	TMN MIDAH TOWNHOUSE	380000	2021	379.6041867
22/10/2018	98	1055	Town Houses	3	20-1,JLN 1/105B	TMN MIDAH TOWNHOUSE	410000	2018	388.6763598
8/9/2018	95	1023	Town Houses	3	72, BLOK A,JLN 1/105B	TMN MIDAH TOWNHOUSE	420000	2018	410.729627
8/3/2017	450	4844	Detached House	2	4,JLN BUDIMAN 7	TMN MULIA	1600000	2017	330.3222397
16/03/2020	451	4855	Detached House	2	8,JLN BUDIMAN 7	TMN MULIA	2000000	2020	411.9872723
29/10/2018	52	560	Low-Cost Flat	5	5E-A,JALAN CHERAS	TMN MULIA	80000	2018	142.9278922
6/4/2018	52	560	Low-Cost Flat	5	5C-4,JALAN CHERAS	TMN MULIA	90000	2018	160.7938787
24/12/2018	52	560	Low-Cost Flat	5	B1-505, TMN MULIA,JALAN CHERAS	TMN MULIA	90000	2018	160.7938787
14/09/2017	52	560	Low-Cost Flat	5	NO 3G BLOK  C,JLN BUDIMAN	TMN MULIA	110000	2017	196.5258517
27/11/2018	52	560	Low-Cost Flat	5	1C-2,JALAN MAKMUR	TMN MULIA	110000	2018	196.5258517
19/02/2021	52	560	Low-Cost Flat	5	2L-2(F1-3-5),TMN MULIA	TMN MULIA	118000	2021	210.8186409
15/03/2017	52	560	Low-Cost Flat	5	3H BLOK C,TMN MULIA	TMN MULIA	120000	2017	214.3918382
26/10/2017	52	560	Low-Cost Flat	5	3L-1,JALAN CHERAS	TMN MULIA	120000	2017	214.3918382
5/7/2018	52	560	Low-Cost Flat	5	3H BLOK C,TMN MULIA	TMN MULIA	120000	2018	214.3918382
11/12/2018	52	560	Low-Cost Flat	5	3K-1,JALAN CHERAS	TMN MULIA	120000	2018	214.3918382
28/12/2018	52	560	Low-Cost Flat	5	UNIT 54, TGKT 4,JALAN CHERAS	TMN MULIA	120000	2018	214.3918382
9/4/2019	52	560	Low-Cost Flat	5	B1-505, TMN MULIA,JALAN CHERAS	TMN MULIA	120000	2019	214.3918382
4/11/2019	52	560	Low-Cost Flat	5	F2-4-7, TMN MULIA,JALAN CHERAS	TMN MULIA	125000	2019	223.3248315
31/07/2018	52	560	Low-Cost Flat	5	5E-2,JALAN CHERAS	TMN MULIA	128000	2018	228.6846275
4/11/2018	52	560	Low-Cost Flat	5	1B BLOK D,JALAN BUDIMAN 10	TMN MULIA	135000	2018	241.190818
17/07/2018	52	560	Low-Cost Flat	5	506,TMN MULIA	TMN MULIA	140000	2018	250.1238113
5/6/2019	52	560	Low-Cost Flat	5	G2-5-1,JALAN CHERAS	TMN MULIA	140000	2019	250.1238113
24/05/2019	52	560	Low-Cost Flat	5	IP-2,TMN MULIA	TMN MULIA	140000	2019	250.1238113
7/12/2019	52	560	Low-Cost Flat	5	5J,JALAN MAKMUR	TMN MULIA	140000	2019	250.1238113
7/2/2020	52	560	Low-Cost Flat	5	D-1B,JLN BUDIMAN 10	TMN MULIA	140000	2020	250.1238113
29/12/2020	52	560	Low-Cost Flat	5	1C-3,BLK G TMN MULIA,JALAN CHERAS	TMN MULIA	143000	2020	255.4836072
9/1/2020	52	560	Low-Cost Flat	5	5Q-2,BLK B TMN MULIA,JALAN CHERAS	TMN MULIA	146000	2020	260.8434032
18/09/2018	52	560	Low-Cost Flat	5	4E-2,JALAN CHERAS	TMN MULIA	150000	2018	267.9897978
24/10/2019	52	560	Low-Cost Flat	5	E-4B-2,JLN CHERAS	TMN MULIA	150000	2019	267.9897978
5/3/2019	52	560	Low-Cost Flat	5	3-1,BLK A TMN MULIA,JALAN CHERAS	TMN MULIA	150000	2019	267.9897978
15/06/2020	52	560	Low-Cost Flat	5	2Q-1,JALAN BUDIMAN 10	TMN MULIA	150000	2020	267.9897978
24/07/2020	52	560	Low-Cost Flat	5	1Q-2,JLN BUDIMAN 10	TMN MULIA	150000	2020	267.9897978
14/01/2019	52	560	Low-Cost Flat	5	D-G-1Q,JALAN BUDIMAN 10	TMN MULIA	155000	2019	276.9227911
27/12/2018	51.095	550	Low-Cost Flat	5	3N,JALAN CHERAS	TMN MULIA	155000	2018	281.8276766
17/06/2020	52	560	Low-Cost Flat	5	2Q-1,JALAN BUDIMAN	TMN MULIA	160000	2020	285.8557843
5/6/2020	52	560	Low-Cost Flat	5	4N-2,JLN BUDIMAN 10	TMN MULIA	165000	2020	294.7887776
14/08/2020	52	560	Low-Cost Flat	5	3J, BLOK A,JALAN MAKMUR	TMN MULIA	165000	2020	294.7887776
17/04/2018	153.285	1650	Terraced House	2	12,JLN IKHLAS 9	TMN MULIA	238000	2018	144.2472839
10/2/2017	143	1539	Terraced House	2	53,JLN 22/117A	TMN MULIA	223000	2017	144.8769089
14/08/2018	143	1539	Terraced House	2	9,JLN BUDIMAN 13	TMN MULIA	350000	2018	227.385283
11/10/2020	143	1539	Terraced House	2	NO.14,JALAN BUDIMAN 12	TMN MULIA	440000	2020	285.8557843
14/05/2018	208	2239	Terraced House	2	57,JALAN BUDIMAN 19	TMN MULIA	750000	2018	334.9872473
21/07/2020	149	1604	Terraced House	2	133,JLN MAKMUR	TMN MULIA	628000	2020	391.5648697
13/11/2017	223	2400	Terraced House	2	30,JALAN BUDIMAN 2	TMN MULIA	950000	2017	395.7756655
10/1/2018	145	1561	Terraced House	2	NO.14,JALAN BUDIMAN 14	TMN MULIA	620000	2018	397.2409693
14/08/2017	163	1755	Terraced House	2	NO. 34,JALAN BUDIMAN 9	TMN MULIA	740000	2017	421.7688106
16/04/2021	143	1539	Terraced House	2	45,BUDIMAN 11 (11/117A)	TMN MULIA	750000	2021	487.2541778
17/09/2019	143	1539	Terraced House	2	NO.31,JALAN BUDIMAN 15	TMN MULIA	758000	2019	492.4515557
21/03/2017	149	1604	Terraced House	2	115,JALAN MAKMUR	TMN MULIA	808000	2017	503.7968387
18/08/2020	143	1539	Terraced House	2	NO.18,JALAN BUDIMAN 12	TMN MULIA	790000	2020	513.2410673
12/5/2017	143	1539	Terraced House	2	12,JLN BUDIMAN 17	TMN MULIA	810000	2017	526.2345121
21/11/2017	143	1539	Terraced House	2	15,JLN 21/117A	TMN MULIA INDAH	775000	2017	503.4959838
15/07/2019	143	1539	Terraced House	2	NO 7,JLN BUDIMAN 23	TMN MULIA INDAH	800000	2019	519.7377897
30/10/2020	143	1539	Terraced House	2	NO. 9,,JLN 22/117A	TMN MULIA INDAH	800000	2020	519.7377897
22/03/2017	757	8148	Detached House	2	NO. 35,JALAN TIRAM	TMN MUTIARA	1800000	2017	220.905725
20/09/2017	591	6361	Detached House	2	20,JALAN MUTIARA 1	TMN MUTIARA	2200000	2017	345.8322941
10/10/2018	336	3617	Semi-Detached House	2	7,JLN MUTIARA 4	TMN MUTIARA	2300000	2018	635.944044
24/09/2018	331	3563	Semi-Detached House	2	21,JLN MUTIARA 4	TMN MUTIARA	2500000	2018	701.6852712
5/7/2019	339	3649	Semi-Detached House	2	19,JLN MUTIARA 4	TMN MUTIARA	2850000	2019	781.0440125
21/03/2019	314	3380	Terraced House	2	1,JLN MUTIARA 5	TMN MUTIARA	600000	2019	177.5219043
4/2/2017	162	1744	Terraced House	2	NO.35,JALAN MUTIARA BARAT 4	TMN MUTIARA	450000	2017	258.0642497
26/09/2017	299	3218	Terraced House	2	NO.14,JLN MUTIARA 3	TMN MUTIARA	1100000	2017	341.78409
19/08/2020	164	1765	Terraced House	2	23,JLN MUTIARA BARAT 6	TMN MUTIARA	648000	2020	367.0806596
23/11/2018	153	1647	Terraced House	2	133,JLN MUTIARA BARAT 6	TMN MUTIARA	700000	2018	425.0469996
5/8/2019	153	1647	Terraced House	2	129,JLN MUTIARA BARAT 6	TMN MUTIARA	700000	2019	425.0469996
26/01/2017	163	1755	Terraced House	2	5,JALAN MUTIARA 6	TMN MUTIARA	750000	2017	427.4683891
17/10/2018	163	1755	Terraced House	2	NO. 18,JALAN MUTIARA 7	TMN MUTIARA	760000	2018	433.1679677
24/09/2020	154	1658	Terraced House	2	NO. 90,JLN MUTIARA BARAT 6	TMN MUTIARA	750000	2020	452.450308
16/01/2019	164	1765	Terraced House	2	23,JLN MUTIARA 3	TMN MUTIARA	800000	2019	453.1859995
22/03/2021	164	1765	Terraced House	2	49,JALAN MUTARA 1	TMN MUTIARA	800000	2021	453.1859995
18/01/2021	163	1755	Terraced House	2	NO. 27,JLN MUTIARA 5	TMN MUTIARA	800000	2021	455.9662817
29/05/2020	154	1658	Terraced House	2	89,JALAN MUTARA BARAT 6	TMN MUTIARA	770000	2020	464.5156495
14/06/2017	162	1744	Terraced House	2	49,JLN MUTIARA BARAT 4	TMN MUTIARA	830000	2017	475.9851717
16/07/2019	164	1765	Terraced House	2	NO. 40,JALAN MUTIARA 2	TMN MUTIARA	848000	2019	480.3771595
5/12/2017	163.5	1760	Terraced House	2	NO.12,JLN MUTIARA  BARAT 4	TMN MUTIARA	850000	2017	482.9826325
30/07/2018	173	1862	Terraced House	2	7,JLN MUTIARA 2	TMN MUTIARA	900000	2018	483.3110804
4/10/2019	154	1658	Terraced House	2	101,JLN MUTIARA BARAT 6	TMN MUTIARA	820000	2019	494.6790034
3/11/2019	154	1658	Terraced House	2	NO. 88,JLN MUTIARA BARAT 6	TMN MUTIARA	820000	2019	494.6790034
20/06/2018	163.504	1760	Terraced House	2	9,JLN MUTIARA 6	TMN MUTIARA	900000	2018	511.3808648
18/02/2017	566	6092	Terraced House	2	LOT A14,JALAN MUTIARA BARAT 5	TMN MUTIARA	3880000	2017	636.8624453
18/04/2017	52	560	Low-Cost Flat	5	01-03-1A,JLN PANTAI DALAM	TMN PANTAI DALAM FLAT	100000	2017	178.6598652
14/01/2019	51	549	Low-Cost Flat	5	17-5-2B,JLN PANTAI DALAM	TMN PANTAI DALAM FLAT	120000	2019	218.5955998
15/03/2017	50	538	Low-Cost Flat	5	14-5-2B,JLN PANTAI DALAM	TMN PANTAI DALAM FLAT	120000	2017	222.9675118
14/12/2019	50	538	Low-Cost Flat	5	05-05-2A,JLN PANTAI DALAM	TMN PANTAI DALAM FLAT	120000	2019	222.9675118
17/04/2017	50	538	Low-Cost Flat	5	14-03-2B,JLN PANTAI DALAM	TMN PANTAI DALAM FLAT	130000	2017	241.5481378
12/5/2017	50	538	Low-Cost Flat	5	04-03-2A,JLN PANTAI DALAM	TMN PANTAI DALAM FLAT	150000	2017	278.7093897
8/7/2019	50	538	Low-Cost Flat	5	12-2-2B,JLN PANTAI DALAM	TMN PANTAI DALAM FLAT	160000	2019	297.2900157
22/12/2017	50	538	Low-Cost Flat	5	02-01-2A,JLN PANTAI DALAM	TMN PANTAI DALAM FLAT	170000	2017	315.8706417
16/02/2021	50	538	Low-Cost Flat	5	16-5-2B,JLN PANTAI DALAM	TMN PANTAI DALAM FLAT	170000	2021	315.8706417
8/5/2020	50	538	Low-Cost Flat	5	1B-1-10,JLN PANTAI DALAM	TMN PANTAI DALAM FLAT	190000	2020	353.0318936
29/03/2018	61	657	Low-Cost Flat	12	53-2-2,JLN 1/112F	TMN PANTAI INDAH	100000	2018	152.300213
19/11/2020	61	657	Low-Cost Flat	11	51-5-14,JLN 1/112F	TMN PANTAI INDAH	123000	2020	187.3292619
21/08/2018	61	657	Low-Cost Flat	12	53-6-5,JLN 1/112F	TMN PANTAI INDAH	165000	2018	251.2953514
21/04/2017	60.41	650	Low-Cost Flat	12	53-8-2,JLN PANTAI DALAM	TMN PANTAI INDAH	170000	2017	261.4390347
24/09/2018	61	657	Low-Cost Flat	12	53-9-5,JLN 1/112F	TMN PANTAI INDAH	197000	2018	300.0314195
7/12/2019	61	657	Low-Cost Flat	12	53-3-1,JLN 1/112F	TMN PANTAI INDAH	200000	2019	304.6004259
6/10/2019	61	657	Low-Cost Flat	12	51-8-6,JLN PANTAI DALAM	TMN PANTAI INDAH	200000	2019	304.6004259
17/05/2020	61	657	Low-Cost Flat	12	5-9-15,JLN PANTAI DALAM	TMN PANTAI INDAH	200000	2020	304.6004259
10/7/2019	61	657	Low-Cost Flat	12	53-6-1,JLN 1/112F	TMN PANTAI INDAH	205000	2019	312.2154366
17/09/2020	61	657	Low-Cost Flat	12	51-9-1,JLN PANTAI DALAM	TMN PANTAI INDAH	210000	2020	319.8304472
29/07/2020	61	657	Low-Cost Flat	11	51-7-15,JLN 1/112F	TMN PANTAI INDAH	210000	2020	319.8304472
22/03/2021	61	657	Low-Cost Flat	12	51-11-03,JLN PANTAI DALAM	TMN PANTAI INDAH	234000	2021	356.3824983
31/10/2018	61	657	Low-Cost Flat	12	51-4-2/3-C-4,JLN PANTAI DALAM	TMN PANTAI INDAH	240000	2018	365.5205111
22/07/2020	61	657	Low-Cost Flat	12	51-10-9,JLN 1/112F	TMN PANTAI INDAH	250000	2020	380.7505324
6/2/2020	61	657	Low-Cost Flat	11	53-10-13,JLN 1/112F	TMN PANTAI INDAH	250000	2020	380.7505324
26/10/2018	51	549	Low-Cost Flat	5	9-3,JLN SEKRUT 1	TMN PERTAMA	60000	2018	109.2977999
6/3/2020	51	549	Low-Cost Flat	5	71-3,JLN SEKRUT 2	TMN PERTAMA	70000	2020	127.5140999
14/11/2017	51	549	Low-Cost Flat	5	C-02-19,JLN SEKRUT 2	TMN PERTAMA	78000	2017	142.0871399
14/11/2017	51	549	Low-Cost Flat	5	C-02-19,JLN SEKRUT 2	TMN PERTAMA	78000	2017	142.0871399
6/2/2020	51	549	Low-Cost Flat	5	101-4BLOK A,JLN SEKRUT 1	TMN PERTAMA	100000	2020	182.1629998
10/3/2017	51	549	Low-Cost Flat	5	B45-2,JLN SEKRUT 1	TMN PERTAMA	110000	2017	200.3792998
12/1/2020	51	549	Low-Cost Flat	5	101-4 BLOK A,JLN SEKRUT 1	TMN PERTAMA	110000	2020	200.3792998
17/05/2018	51	549	Low-Cost Flat	5	41-2(C-2-10),JLN SEKRUT 1	TMN PERTAMA	120000	2018	218.5955998
22/10/2018	51	549	Low-Cost Flat	5	C-0-11,JLN SEKRUT 1	TMN PERTAMA	120000	2018	218.5955998
7/2/2018	51	549	Low-Cost Flat	5	15-4,TMN PERTAMA,JLN SEKRUT 1	TMN PERTAMA	120000	2018	218.5955998
21/10/2019	50	538	Low-Cost Flat	5	87-2,JLN SEKRUT 1	TMN PERTAMA	120000	2019	222.9675118
16/04/2021	51	549	Low-Cost Flat	5	33-3 (C-3-6),JLN SEKRUT 1	TMN PERTAMA	125000	2021	227.7037498
22/06/2020	51	549	Low-Cost Flat	5	B-3-81,JLN SERKIT 1	TMN PERTAMA	128000	2020	233.1686398
29/08/2018	51	549	Low-Cost Flat	5	21-2,JLN SEKRUT 1	TMN PERTAMA	129000	2018	234.9902698
2/3/2020	51	549	Low-Cost Flat	5	49-1(B-1-7),JLN SEKRUT 1	TMN PERTAMA	130000	2020	236.8118998
15/03/2017	51	549	Low-Cost Flat	5	35-4,JLN SEKRUT 1	TMN PERTAMA	130000	2017	236.8118998
15/05/2017	51	549	Low-Cost Flat	5	35-4,JLN SEKRUT 1	TMN PERTAMA	130000	2017	236.8118998
27/06/2018	51	549	Low-Cost Flat	5	37-1,JLN SEKRUT 1	TMN PERTAMA	130000	2018	236.8118998
25/05/2019	51	549	Low-Cost Flat	5	115-4 (A-4-17),JLN SEKRUT 1	TMN PERTAMA	130000	2019	236.8118998
18/07/2019	51	549	Low-Cost Flat	5	41-4,JLN SEKRUT 1	TMN PERTAMA	130000	2019	236.8118998
4/2/2018	51	549	Low-Cost Flat	5	NO 99 GF (BLOK A),JLN SEKRUT 1	TMN PERTAMA	138000	2018	251.3849397
12/7/2020	51	549	Low-Cost Flat	5	37-2,JLN SEKRUT 1	TMN PERTAMA	140000	2020	255.0281997
12/1/2020	51	549	Low-Cost Flat	5	47-1(B-1-8),JLN SEKRUT 1	TMN PERTAMA	140000	2020	255.0281997
26/08/2020	51	549	Low-Cost Flat	5	NO 83,JLN SEKRUT 1	TMN PERTAMA	150000	2020	273.2444997
21/08/2019	51	549	Low-Cost Flat	5	119-1. BLOK A,JLN SEKRUT 1	TMN PERTAMA	152000	2019	276.8877597
24/12/2018	51	549	Low-Cost Flat	5	1-3(C-3-11),JLN SEKRUT 1	TMN PERTAMA	160000	2018	291.4607997
12/2/2019	51	549	Low-Cost Flat	5	39-3(C-3-9),JLN SEKRUT 1	TMN PERTAMA	162000	2019	295.1040597
13/07/2017	319.1	3435	Terraced House	2	2,JLN SELAR 3	TMN PERTAMA	950000	2017	276.5840596
24/02/2017	244	2626	Terraced House	2	NO 49,LRG SELANGAT	TMN PERTAMA	850000	2017	323.6379525
12/3/2020	156	1679	Terraced House	2	12,LRG SELANGAT	TMN PERTAMA	585000	2020	348.3867371
28/05/2019	132.8	1429	Terraced House	2	59,JLN SELAR 4	TMN PERTAMA	550000	2019	384.7644687
14/03/2018	143	1539	Terraced House	2	15,JLN SELANGAT	TMN PERTAMA	640000	2018	415.7902317
7/5/2018	142.973	1539	Terraced House	2	NO 16,JLN SERKUT 1	TMN PERTAMA	700000	2018	454.856448
18/12/2019	143	1539	Terraced House	2	65,JLN SELANGAT	TMN PERTAMA	750000	2019	487.2541778
16/12/2020	143	1539	Terraced House	2	39,JLN SELANGAT	TMN PERTAMA	750000	2020	487.2541778
17/12/2018	132.8	1429	Terraced House	2	53,JLN SELAR 4	TMN PERTAMA	700000	2018	489.7002329
25/08/2020	132.8	1429	Terraced House	2	NO. 21,JLN SELAR 3	TMN PERTAMA	700000	2020	489.7002329
15/12/2020	160	1722	Terraced House	2	NO 41,JLN SERKUT	TMN PERTAMA	850000	2020	493.5478776
7/3/2019	504	5425	Low-Cost Flat	4	43-3,JALAN 8/101	TMN RAJAWALI	125000	2019	23.04145087
8/1/2017	51.1	550	Low-Cost Flat	4	39-3,JALAN CHERAS	TMN RAJAWALI	69000	2017	125.4464964
24/05/2019	51.1	550	Low-Cost Flat	4	37,JALAN 8/101	TMN RAJAWALI	80000	2019	145.4452132
13/08/2019	51.095	550	Low-Cost Flat	4	43-2,JALAN 8/101	TMN RAJAWALI	86000	2019	156.3689044
1/3/2019	50.17	540	Low-Cost Flat	4	G-21,JALAN 8/101	TMN RAJAWALI	85000	2019	157.4001603
23/01/2017	51.1	550	Low-Cost Flat	4	23-2,JALAN 8/101	TMN RAJAWALI	100000	2017	181.8065165
25/04/2017	51.095	550	Low-Cost Flat	4	43-1,JALAN CHERAS	TMN RAJAWALI	100000	2017	181.8243075
14/03/2018	46.45	500	Low-Cost Flat	4	47-1,JALAN CHERAS	TMN RAJAWALI	105000	2018	210.0070751
26/08/2019	143	1539	Terraced House	2	26,JLN BADAM 2	TMN RAKYAT	600000	2019	389.8033423
24/04/2019	143	1539	Terraced House	2	7,JLN BADAM 2	TMN RAKYAT	630000	2019	409.2935094
4/6/2018	143	1539	Terraced House	2	32,JLN BADAM 2	TMN RAKYAT	715000	2018	464.5156495
7/5/2017	143	1539	Terraced House	2	34,JLN BADAM 2	TMN RAKYAT	780000	2017	506.7443449
10/1/2018	143	1539	Terraced House	2	37,JALAN BADAM 2	TMN RAKYAT	800000	2018	519.7377897
30/04/2018	143	1539	Terraced House	2	35,JLN BADAM 2	TMN RAKYAT	850000	2018	552.2214015
21/07/2017	728	7836	Detached House	1	NO.9,LRG BULUH PERINDU 5	TMN SA	4300000	2017	548.7410146
26/10/2017	366	3940	Terraced House	2	10,JLN MENERUNG 2	TMN SA	3600000	2017	913.8012778
2/3/2021	216	2325	Terraced House	2	23,JALAN MENERUNG 4	TMN SA	2300000	2021	989.2462907
18/01/2018	209	2250	Terraced House	2	11,JLN MENERUNG 2	TMN SA	2250000	2018	1000.153312
27/12/2018	210	2260	Terraced House	2	31,JLN  MENERUNG 4	TMN SA	2300000	2018	1017.51047
12/4/2020	206.981	2228	Terraced House	2	24,JALAN MENERUNG 3	TMN SA	2500000	2020	1122.121474
28/06/2019	336	3617	Semi-Detached House	2	NO. 6,PINGGIR BKT SEGAR 1	TMN SEGAR	1900000	2019	525.3450798
9/3/2019	316	3401	Semi-Detached House	2	102,JALAN  BUKIT SEGAR 3	TMN SEGAR	2300000	2019	676.193667
30/11/2017	272	2928	Semi-Detached House	2	46,JALAN  BUKIT SEGAR 3	TMN SEGAR	2000000	2017	683.1112493
10/11/2017	268	2885	Semi-Detached House	2	26,JALAN BUKIT SEGAR 3	TMN SEGAR	2200000	2017	762.6376336
6/1/2017	189	2034	Terraced House	2	82,PERSIARAN LEMAK	TMN SEGAR	630000	2017	309.6770997
30/11/2018	276	2971	Terraced House	2	29,JLN LEMAK 3	TMN SEGAR	1000000	2018	336.6055431
3/3/2017	189	2034	Terraced House	2	84,PERSIARAN LEMAK	TMN SEGAR	720000	2017	353.9166854
3/12/2018	189	2034	Terraced House	2	107,JALAN LEMAK 3	TMN SEGAR	750000	2018	368.6632139
26/06/2019	189	2034	Terraced House	2	70,JLN LEMAK 2	TMN SEGAR	750000	2019	368.6632139
6/12/2018	189	2034	Terraced House	2	109,JALAN LEMAK 2	TMN SEGAR	770000	2018	378.494233
5/3/2018	174	1873	Terraced House	2	39,JLN LEMAK	TMN SEGAR	720000	2018	384.4267444
18/12/2019	189	2034	Terraced House	2	NO. 72,JLN LEMAK 3	TMN SEGAR	810000	2019	398.156271
2/8/2021	174	1873	Terraced House	2	NO. 48,JLN  LEMAK 2	TMN SEGAR	750000	2021	400.4445255
5/7/2018	189	2034	Terraced House	2	86,PERSIARAN LEMAK	TMN SEGAR	850000	2018	417.8183091
12/6/2017	189	2034	Terraced House	2	66,JLN LEMAK 3	TMN SEGAR	860000	2017	422.7338186
7/11/2018	174	1873	Terraced House	2	25,JLN LEMAK 3	TMN SEGAR	800000	2018	427.1408272
21/08/2020	174	1873	Terraced House	2	41,JALAN LEMAK	TMN SEGAR	800000	2020	427.1408272
1/11/2017	174	1873	Terraced House	2	NO. 40,JLN LEMAK 2	TMN SEGAR	850000	2017	453.8371289
13/06/2018	97	1044	Flat	9	07-600(P:K-7-600),JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	100000	2018	95.77642258
26/11/2019	97	1044	Flat	9	I-02-428,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	200000	2019	191.5528452
21/12/2017	51	549	Flat	8	B-06-07,JLN 1A, OFF JLN CHERAS	TMN SEGAR APT  (CHERAS HEIGHTS)	110000	2017	200.3792998
22/10/2018	51	549	Flat	8	G-7-350,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	112000	2018	204.0225598
21/08/2018	51	549	Flat	8	F-03-261,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	120000	2018	218.5955998
25/06/2020	62	667	Flat	8	H-2-370,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	150000	2020	224.7656369
29/10/2019	72	775	Flat	8	H-01-368,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	180000	2019	232.2578248
19/10/2017	51	549	Flat	8	F-01-250,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	138000	2017	251.3849397
25/07/2018	69	743	Flat	8	G-4-321,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	190000	2018	255.8202128
6/4/2020	93	1001	Flat	8	J-5-514,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	260000	2020	259.7291804
6/4/2020	93	1001	Flat	8	J-5-514,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	260000	2020	259.7291804
13/02/2017	72	775	Flat	8	D-7-192,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	205000	2017	264.515856
6/11/2018	69	743	Flat	8	B-1-55,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	205000	2018	276.0165454
4/12/2019	62	667	Flat	8	F-07-284,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	185000	2019	277.2109521
7/1/2020	51	549	Flat	8	B-7-94,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	153000	2020	278.7093897
25/06/2020	71.719	772	Flat	8	B-5-84,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	218000	2020	282.392146
3/9/2017	72	775	Flat	8	F-5-276,  TMN SEGAR,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	220000	2017	283.8706747
27/01/2017	62	667	Flat	8	B-G-53,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	190000	2017	284.70314
3/7/2019	97	1044	Flat	9	K-04-569,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	300000	2019	287.3292678
1/5/2018	51	549	Flat	8	H-07-413,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	160000	2018	291.4607997
31/01/2017	93	1001	Flat	9	K-01-546,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	295000	2017	294.6927239
13/09/2018	69	743	Flat	8	E-5-223,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	220000	2018	296.212878
21/03/2018	72	775	Flat	8	E-7-240,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	230000	2018	296.7738872
23/01/2020	72	775	Flat	8	H-7-416,  TMN SEGAR,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	230000	2020	296.7738872
19/04/2017	62	667	Flat	8	D-07-188,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	200000	2017	299.6875158
20/06/2019	51	549	Flat	8	E-1-201,  TMN SEGAR,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	165000	2019	300.5689497
7/1/2019	60.757	654	Flat	8	H-07-415,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	199000	2019	304.2895938
24/04/2018	72	775	Flat	8	A-06-42,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	238000	2018	307.0964572
28/04/2018	93	1001	Flat	9	I-1-418,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	310000	2018	309.6770997
14/03/2019	72	775	Flat	8	G-3-320,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	240000	2019	309.6770997
3/9/2017	51	549	Flat	8	G-03-316,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	170000	2017	309.6770997
17/09/2020	51	549	Flat	8	H-02-371,TAMAN SEGAR CHERAS	TMN SEGAR APT  (CHERAS HEIGHTS)	175000	2020	318.7852497
20/12/2017	62	667	Flat	8	G-7-351,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	215000	2017	322.1640795
21/09/2020	51	549	Flat	8	C-G-98,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	180000	2020	327.8933997
22/03/2018	72	775	Flat	8	D-01-156,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	255000	2018	329.0319184
21/02/2017	69	743	Flat	8	F-4-265,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	247000	2017	332.5662766
27/05/2020	69	743	Flat	8	E-01-199,  TMN SEGAR,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	250000	2020	336.6055431
10/9/2019	92.9	1000	Flat	9	J-7-532,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	339000	2019	339.0114213
7/5/2017	62	667	Flat	8	G-01-298,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	228000	2017	341.643768
20/09/2017	62	667	Flat	8	A-G-5,JLN 1A	TMN SEGAR APT  (CHERAS HEIGHTS)	228000	2017	341.643768
